SR-21,ALI EMBROIDRY MILLS (PVT) LTD,21-WARIS ROAD,111-222-500,Lahore,Punjab,111-222-500,Miscellaneous,,,
SR-197,AMRELI STEELS LTD,A18 SITE,KARACHI.,KARACHI.,SINDH,021 32587240,Miscellaneous,,,
SR-411,ANMOL TEXTILE MILLS,FB5-AWAMI COMPLEX,LAHORE.,Lahore,Punjab,35837675,Miscellaneous,,,
SR-131,ASHRAF SUGAR MILLS LTD.,128-TUFAIL ROAD,,Lahore,Punjab,36655002-3,Miscellaneous,,,
SR-132,AT TAHUR PVT LTD,182 ABUBAKAR BLOCK,Lahore,Lahore,Punjab,111-666-647,Miscellaneous,,,
SR-226,AUTOMATE PAKISTAN (PVT) LTD.,5-64 USMAN BLOCK,Lahore,Lahore,Punjab,0300-8266006 ,Miscellaneous,,,
SR-412,AUTOMATE PAKISTAN (PVT) LTD.,AUTOMATE PAKISTAN (PVT) LTD,LAHORE.,Lahore,Punjab,42,Miscellaneous,,,
SR-1144,AUTOMATION CONTROL,APT# 33-C-III CHENAB BLOCK,Lahore,Lahore,Punjab,37809948-49,Miscellaneous,,,
SR-413,AUTOMATION CONTROL(PAK),APT# 33-C-III CHENAB BLOCK,LAHORE.,Lahore,Punjab,37809948-49,Miscellaneous,,,
SR-227,AUTOMATION CONTROL(PAK),APT# 33-C-III CHENAB BLOCK,LAHORE.,Lahore,Punjab,37809948-49,Miscellaneous,,,
SR-228,AUTOMATION CONTROL(PAK) SALE A/C,APT# 33-C-III CHENAB BLOCK,LAHORE.,Lahore,Punjab,37809948-49,Miscellaneous,,,
SR-113,AVARI LAHORE,87- SHAHRAH-E-QUAID - E -AZAM,,Lahore,Punjab,36366366,Miscellaneous,,,
SR-186,BALOCHISTAN GLASS LTD. ,28-B GULBERG-III,Lahore,Lahore,Punjab,35871050,Miscellaneous,,,
SR-198,BARITE MINING PROJECT,P.O.BOX NO. 1711,ISLAMABAD.,ISLAMABAD.,,051-9321055-8,Miscellaneous,,,
SR-191,BE BE JAN COLOURS LTD,ALI RAZA ABAD 5.5KM FROM THOKAR NIAZ,BAIG; Lahore,Lahore,Punjab,35126141,Miscellaneous,,,
SR-134,BEACON IMPEX (PVT) LTD.,P-17/1 NEW CIVIL LINES BILAL ROAD,FAISALABAD,Faisalabad,Punjab,041,Miscellaneous,,,
SR-230,BEST AUTOMATION ** R ABLE,ASHAYANA HOUSING SOCIETY ATTARI SARUBA,LAHORE.,Lahore,Punjab,42,Miscellaneous,,,
SR-414,BOOTA BROTHERS FLOUR MILLS UNIT # 1 MTN ,GHAZI GHAT,DERA GHAZI KHAN,DERA GHAZI KHAN,Punjab,64,Miscellaneous,,,
SR-415,BOOTA BROTHERS FLOUR MILLS UNIT # 2 MTN ,BUDLA ROAD,Multan,Multan,Punjab,0344-4440783,Miscellaneous,,,
SR-416,BOOTA BROTHERS FLOUR MILLS UNIT # 3 GUNJ,GUNJ SHAKAR,MIAN CHANNU,MIAN CHANNU,Punjab,0344-4443024,Miscellaneous,,,
SR-417,BUSINESS EQUIPMENT INTERNATIONAL,11-F GRACE TOWER BULL ROAD,LAHORE.,Lahore,Punjab,37651297-37651337-37662999,Miscellaneous,,,
SR-418,CCL PHARMACEUTICALS PVT LTD,65-INDUSTRIAL ESTATE,Lahore,Lahore,Punjab,111 225 678,Miscellaneous,,,
SR-135,CHANAR SUGAR MILLS LTD.,7-A MUSLIM TOWN,,Lahore,Punjab,35868077/9111 242 627,Miscellaneous,,,
SR-199,CHASHMA NUCLEAR POWER GENERATING STATION,CHASHMA BARRAGE COLONY,MIANWALI,MIANWALI,Punjab,045202-41730-35,Miscellaneous,,,
SR-419,CHASHMA NUCLEAR POWER PLANT II,CHASHMA BARRAGE COLONY KUNDIAN,MIANWALI,MIANWALI,Punjab,459,Miscellaneous,,,
SR-1218,CHASHMA SUGAR MILLS LTD. UNIT-1,20A MARKAZ F-7,,Islamabad,Captial,051-2650805-7,Sugar Industry ,,,
SR-1219,CHASHMA SUGAR MILLS LTD. UNIT-2,20-A Markaz F-7 P.O Box 1529,,Islamabad,Captial,051-2650805-7,Miscellaneous,,,
SR-1146,CHASHMA SUGAR MILLS LTD.( PROJECT ETHANO,20A MARKAZ F-7,,Islamabad,Captial,051-2650805-7,Miscellaneous,,,
SR-136,CHAUDHRY SUGAR MILLS LTD.(TEXTILE DIV.),146-ABU BAKAR BLOCK ,,Lahore,Punjab,35858135-6,Miscellaneous,,,
SR-23,CHAUDHRY TRADING COMPANY C/O SAMAR ENT.,36-BRANDRETH ROAD,LAHORE.,Lahore,Punjab,042,Miscellaneous,,,
SR-1111,CHEMICAL PLANTS COMPLEX PROJECT,POST BOX NO. 27,DERA KHAZI KHAN,DERA KHAZI KHAN,Punjab,64,Miscellaneous,,,
SR-137,CHERAT CEMENT CO LTD.,NOWSHERA,,NOWSHERA,kpk,091 5270531-340923 626176610,Miscellaneous,,,
SR-138,CHERAT PACKAGING LTD,26-27 INDUSTRIAL ESTATE GADOON AMAZARI,SWABI,SWABI,Khyber KPK,0938 270221 270125,Miscellaneous,,,
SR-139,CHINIOT POWER LTD,55-K MODEL TOWN,Lahore,Lahore,Punjab,35926485-87,Miscellaneous,,,
SR-24,COMFORT KNITWEARS (PVT) LTD,45-INDUSTRIAL ESTATE TOWN SHIP,LAHORE.,Lahore,Punjab,111 000 045,Miscellaneous,,,
SR-33,COTTON WEB (Pvt) Ltd,Kamahan Attari Road Lahore,,Lahore,Punjab,04235923245/7/8/9,Miscellaneous,,,
SR-192,CRESCENT BAHUMAN LTD,45A OFF ZAFAR ALI ROAD,LAHORE.,Lahore,Punjab,111-245-245,Miscellaneous,,,
SR-140,CRESCENT FIBRES LTD,104 SHADMAN -I ,Lahore,Lahore,Punjab,35960851,Miscellaneous,,,
SR-193,D G KHAN CEMENT CO LTD  KHAIRPUR PLANT,53- LAWRENCE ROAD,Lahore,Lahore,Punjab,36360154,Miscellaneous,,,
SR-420,D G KHAN CEMENT COMPANY LTD,53- LAWRENCE ROAD,LAHORE.,Lahore,Punjab,36360154,Miscellaneous,,,
SR-421,D G TOYOTA SHOW ROOM C/O BILAL SB,JAN PUR ROAD,DERA GHAZI KHAN,DERA GHAZI KHAN,Punjab,0334-6706700,Miscellaneous,,,
SR-34,DAWN AUTOMATION SERVICES,443 AL-TAMASH ROAD,,MULTAN,Punjab,0614514182,Miscellaneous,,,
SR-423,DAWN AUTOMATION SERVICES,443 AL-TAMASH ROAD,Multan,Multan,Punjab,061 4514182,Miscellaneous,,,
SR-35,DAWN ENGINEERING,OFFICE #58-8 ZAINAB PLAZA MULTAN.,,MULTAN,Punjab,42,Miscellaneous,,,
SR-35,DAWN ENGINEERING,OFFICE #58-8 ZAINAB PLAZA MULTAN.,,MULTAN,Punjab,61,Miscellaneous,,,
SR-141,DAWOOD SPINNING MILLS PVT LTD,HOUSE # 8A STREET # 15,CANTT. LAHORE.,Lahore,Punjab,35775393-96,Miscellaneous,,,
SR-142,DEHARKI SUGAR MILLS (PVT.) LTD.,17-ABID MAJEED ROAD,Lahore,Lahore,Punjab,36664891-95 36602573-74,Miscellaneous,,,
SR-143,DESCON CHEMICALS LTD.,DESCON HEADQUARTERS,Lahore,Lahore,Punjab,35923721-7,Miscellaneous,,,
SR-145,DESCON OXYCHEM LTD.,DESCON HEADQUARTER,Lahore,Lahore,Punjab,35923721/7,Miscellaneous,,,
SR-1148,DEWAN CEMENT LTD. HATTAR ,VILLAGE KAMILPURDIST. HARIPUR,,Hattar,KPK,0995-639041-42 ,Cement Industry ,,,
SR-1149,DEWAN PETROLEUM (PVT.) LTD,DEWAN CENTER HOUSE NO. 46,,Islamabad,Captial,051 1113137862655482,Miscellaneous,,,
SR-187,DEWAN PETROLEUM (PVT.) LTD.,DEWAN CENTER HOUSE NO. 46,ISLAMABAD.,ISLAMABAD.,Federal Entity,051 1113137862655482,Miscellaneous,,,
SR-188,DEWAN SALMAN FIBRE LTD. U # 1,DEWAN CENTER HOUSE NO. 46,ISLAMABAD.,ISLAMABAD.,Federal Entity,111313786,Miscellaneous,,,
SR-146,DH FERTILIZERS LTD.,35-A SHAHRAH-E-ABDUL HAMEED BIN BAADEES,Lahore,Lahore,Punjab,36301601-7,Miscellaneous,,,
SR-424,DIGITAL WORLD PAKISTAN (PVT) LTD.,35-KM MULTAN ROAD,LAHORE.,Lahore,Punjab,35380370-72,Miscellaneous,,,
SR-114,Digital World Pakistan (Pvt.) Ltd,35-Km Multan Road; ,Lahore,Lahore,Punjab,35380370-72,Miscellaneous,,,
SR-425,DOMINAR ENGINEERS,65-A KACHA FEROZPUR ROAD,LAHORE.,Lahore,Punjab,37500078,Miscellaneous,,,
SR-1112,DTD PAKISTAN ATOMIC ENERGY COMMISSION,P.O.BOX NO. 1331,ISLAMABAD.,ISLAMABAD.,Federal Entity,051,Miscellaneous,,,
SR-147,EJAZ SPINNING MILLS LTD,34/E-1 GULBERGE III,Lahore,Lahore,Punjab,111 699 699,Miscellaneous,,,
SR-148,EJAZ TEXTILE MILLS LTD.,34 E/I GULBERG III,Lahore,Lahore,Punjab,111 699 699,Miscellaneous,,,
SR-426,ELEGANT INDUSTRIES,KATAR BAND ROAD,LAHORE.,Lahore,Punjab,36294030-36366376,Miscellaneous,,,
SR-115,ENERGY SOLUTIONS (PVT.) LTD.,ESL HOUSE PLOT # 431 D,Lahore,,Punjab,021-5010590; 5020278; 111-222-,Miscellaneous,,,
SR-149,ETIHAD ENERGY (PVT) LTD.,216-UPPER MALL,Lahore,Lahore,Punjab,0321 9481772,Miscellaneous,,,
SR-427,ETIHAD SUGAR MILLS LTD,04 BAWA PARK,LAHORE.,Lahore,Punjab,35758114,Miscellaneous,,,
SR-428,FARMAN ELECTRIC  PWR,1ST FLOOR NEW ELECTRIC MARKET,PESHAWAR,PESHAWAR,Khyber KPK,091-2211900,Miscellaneous,,,
SR-37,FAZAL SONS MATCH INDUSTRIES (PVT) LTD,15-KM LAHORE-SHEIKHUPURA ROAD,,SHEIKHUPURA,,36284220-2,Miscellaneous,,,
SR-429,FEROZSONS LABORATRIES LTD.,P.O FEROZSONS NOWSHERA,NOWSHERA,NOWSHERA,KHYBER PAKHTOON KHWA,0923 614295 611545,Miscellaneous,,,
SR-432,FM EQUIPMENTS,M2-13M EDEN TOWER,LAHORE.,Lahore,Punjab,35782425,Miscellaneous,,,
SR-151,FORCE BATTERIES (PVT) LTD.,3RD FLOOR PLAZA ONE JBW,ISLAMABAD.,ISLAMABAD.,Federal Entity,051 2532847 2532915,Miscellaneous,,,
SR-152,GADOON TEXTILE MILLS LTD.,6-A HOUSING SOCIETY,Karachi,KARACHI,SINDH,021-3439 7701-3,Miscellaneous,,,
SR-116,Gain Control Systems,Plot # 5901/2642 19-Km Multan Road,,Lahore,Punjab,042-36135885,Miscellaneous,,,
SR-189,GHARIBWAL CEMENT LTD.,28-B GULBERG-III,Lahore,Lahore,Punjab,111-210-310,Miscellaneous,,,
SR-434,GHARIBWAL CEMENT LTD.,28-B GULBERG-III,LAHORE.,Lahore,Punjab,111-210-310,Miscellaneous,,,
SR-154,GHAZI POWER LTD,8-C E-III,Lahore,Lahore,Punjab,35764026-28,Miscellaneous,,,
SR-435,GINZA INTERNATIONAL CORPORATION,31 HASSAN MENSION,KARACHI.,KARACHI,SINDH,21,Miscellaneous,,,
SR-25,GOURMET FOODS,2-QUAID-E-AZAM TOWN INDUSTRIAL ESTATE,LAHORE.,Lahore,Punjab,0323 4917115,Miscellaneous,,,
SR-436,GOURMET SWEETS AND BAKERS  CSV A/C,SUNDER,SUNDER,Lahore,Punjab,21,Miscellaneous,,,
SR-437,GULF SUGAR MILLS LTD.,178 CND,LAHORE.,Lahore,Punjab,35758724-7,Miscellaneous,,,
SR-155,GULF SUGAR MILLS LTD.,64-E-1 GULBERG III,Lahore,Lahore,Punjab,35758724-7,Miscellaneous,,,
SR-157,GULISTAN SPINNING MILLS LTD.,GARDEN HIGHTS8-ABBOCK BLOCK,Lahore,Lahore,Punjab,111 200 000 35871725/36,Miscellaneous,,,
SR-438,GULSHAN SPINNING MILLS (UNIT NO.3),GARDEN HIGHTS8-ABBOCK BLOCK,LAHORE.,Lahore,Punjab,111 200 000 35871725/36,Miscellaneous,,,
SR-439,HAMEED ELECTRIC CO,BRANDRETH ROAD,LAHORE.,Lahore,Punjab,42,Miscellaneous,,,
SR-1113,HASEEN HABIB CORPORATION (PVT) LTD,123/3 QUAID-E-AZAM INDUSTRIAL ESTATE,Lahore,Lahore,Punjab,35123195-6,Miscellaneous,,,
SR-440,HEW AUTOMATION,C-1-2 EDEN VALUE HOMES MULTAN ROAD,LAHORE.,Lahore,Punjab,37511982,Miscellaneous,,,
SR-161,HUDA SUGAR MILLS PVT LTD.,SANGLA HILL,,DISTT.NANKANA SAHIB,Punjab,056-370006970,Miscellaneous,,,
SR-162,HUSEIN SUGAR MILLS LTD,30A/E-I,Lahore,Lahore,Punjab,35762089-90,Miscellaneous,,,
SR-163,IHSAN COTTON PRODUCTS (PVT) LTD.,801-A CITY TOWERS,Lahore,Lahore,Punjab,35395261-68,Miscellaneous,,,
SR-194,INDUS DYEING &amp; MFG. CO. LTD.,OFFICE#508 BEAUMONT PLAZA,KARACHI.,KARACHI,SINDH,021-111 404 404 021 5693641,Miscellaneous,,,
SR-441,INDUS SUGAR MILLS LTD.,93-B NEW MUSLIM TOWN,LAHORE.,Lahore,Punjab,35882801-03,Miscellaneous,,,
SR-117,Industrial Boilers (Pvt.) Ltd,More Eminabad; GT Road;,,Gujranwala,Punjab,055,Miscellaneous,,,
SR-1114,INFORMATICS COMPLEX (ICCC),P.O.BOX NO.2191,ISLAMABAD.,ISLAMABAD.,Federal Entity,051,Miscellaneous,,,
SR-442,INTECH AUTOMAZIONE SRL RS A/C,1-22070 LURAGO MARINONE CO,,,,42,Miscellaneous,,,
SR-231,INTERNATIONAL BRAND ,ROOM NO. 13 FIRST FLOOR,LAHORE.,Lahore,Punjab,42,Miscellaneous,,,
SR-443,INTERNATIONAL BRANDS,61-NISHTER ROAD,LAHORE.,Lahore,Punjab,042-37662732,Miscellaneous,,,
SR-444,IPS INDUSTRIAL PROCESS SOLUTIONS,523-J  BLOCK JOHAR TOWN,LAHORE.,Lahore,Punjab,35304214/35302198,Miscellaneous,,,
SR-164,ITTEFAQ SONS PVT LTD (AL SHAFI GROUP),40-B-II GULBERG II,Lahore,Lahore,Punjab, 042-5765022-26,Miscellaneous,,,
SR-165,ITTEFAQ SUGAR MILLS LTD. (AL SHAFI GROUP,107-B-II MM ALAM ROAD,Lahore,Lahore,Punjab,35765022-6,Miscellaneous,,,
SR-167,J K SPINNING MILLS LTD.,3-1/A PEOPLES COLONY,FAISALABAD.,Faisalabad,Punjab,041 8713916 111 151 515,Miscellaneous,,,
SR-168,JAUHARABAD SUGAR MILLS LTD,29-G GULBERG II,Lahore,Lahore,Punjab,35785540-43,Miscellaneous,,,
SR-445,KAMAL Ltd,4-KM JARANWALA ROAD,FAISALABAD,Faisalabad,Punjab,041-2424008,Miscellaneous,,,
SR-118,KAMAL Ltd,4th Km; Jaranwala Road,,Faisalabad,Punjab,041-2424001-5,Miscellaneous,,,
SR-170,KAMALIA SUGAR MILLS LTD,KAMALIA,DISTT TOBA TEK SINGH,DISTT TOBA TEK SINGH,Punjab,0463-3700176/77,Miscellaneous,,,
SR-171,KAY &amp; EMMS (PVT) LTD,MILLAT ROAD 117 J.B. DHANOLA,FAISALABAD,Faisalabad,Punjab,+92 41 8766577-80 041-8766600,Miscellaneous,,,
SR-446,KAY &amp; EMMS (PVT) LTD.,MILLAT ROAD 117 J.B. DHANOLA,FAISALABAD,Faisalabad,Punjab,+92 41 8766577-80 041-8766600,Miscellaneous,,,
SR-1115,KCI CHASHMA (PAEC),CHASHMA BARRAGE COLONY,MIANWALI.,,,0459-924801-8,Miscellaneous,,,
SR-1116,KCP COMPLEX,PO. KCP COLONY CHOWK GIROTE,JAUHARABAD,JAUHARABAD,Punjab,0451,Miscellaneous,,,
SR-1117,KCP I,Jauharabad,JAUHARABAD,JAUHARABAD,Punjab,0451,Miscellaneous,,,
SR-1118,KCP II  (PAEC),P.O. KCP COLONY CHOWK GIROTE,JAUHARABAD,JAUHARABAD,Punjab,0454-922217/922222,Miscellaneous,,,
SR-1119,KCP III,Jauharabad,JAUHARABAD,JAUHARABAD,Punjab,0454 922350,Miscellaneous,,,
SR-1120,KCP IV,Jauharabad,JAUHARABAD,JAUHARABAD,Punjab,0454 922350,Miscellaneous,,,
SR-1121,KCPW,P.O. KCP COLONY GIROTE CHOWK,DISTT KHUSHAB,DISTT KHUSHAB,Punjab,0454-922330,Miscellaneous,,,
SR-1122,KNFC-LAB CHASHMA (PAEC),CHASHMA,CHASHMA,CHASHMA,Punjab,459,Miscellaneous,,,
SR-172,KOHAT CEMENT CO. LTD,37-P GULBERG II,Lahore,Lahore,Punjab,35754358,Miscellaneous,,,
SR-447,KOHAT CEMENT CO. LTD,37-P GULBERG II,LAHORE.,Lahore,Punjab,35873027,Miscellaneous,,,
SR-448,KOHAT TEXTILE MILLS LTD,SAIFABAD,KOHAT N.W.F.P,KOHAT N.W.F.P,Khyber KPK,0922-862062,Miscellaneous,,,
SR-175,KOHINOOR MILLS LTD. ( DYEING DIVISION),8TH KM MANGA-RAIWIND ROAD,DISTT.KASUR,DISTT.KASUR,Punjab,042 36369340,Miscellaneous,,,
SR-177,KOHINOOR MILLS LTD. ( HOSIERY DIVISION),8TH KM MANGA-RAIWIND ROAD,DISTT.KASUR,DISTT.KASUR,Punjab,35391941-5 111 941 941,Miscellaneous,,,
SR-176,KOHINOOR MILLS LTD. (GENERATEK DIVISION),8TH KM MANGA-RAIWIND ROAD,DISTT.KASUR.,DISTT.KASUR,Punjab,36369340,Miscellaneous,,,
SR-174,KOHINOOR MILLS LTD. (WEAVING DIVISION),8TH KM MANGA-RAIWIND ROAD,DISTT.KASUR,DISTT.KASUR,Punjab,36369340,Miscellaneous,,,
SR-178,KOHINOOR TEXTILE MILLS LTD.  (PINDI),PESHAWAR ROAD,RAWALPINDI,RAWALPINDI,Punjab,35473940-44,Miscellaneous,,,
SR-180,KOHINOOR TEXTILE MILLS LTD.(KGM DIVISION,PESHAWAR ROAD,RAWALPINDI,RAWALPINDI,Punjab,051 5495328-332,Miscellaneous,,,
SR-449,KOLD KRAFT (PVT) LTD.,247/S INDUSTRIAL ESTATE KOTLAKHPAT,LAHORE.,Lahore,Punjab,35116727-28,Miscellaneous,,,
SR-26,KOLD KRAFT (PVT) LTD.,247/S INDUSTRIAL ESTATE KOTLAKHPAT,LAHORE.,Lahore,Punjab,35116727-28,Miscellaneous,,,
SR-119,KOLD KRAFT (PVT.) LTD,247/S; INDUSTRIAL ESTATE;,KOT LAKHPAT;,Lahore,Punjab,042-35116727-28,Miscellaneous,,,
SR-1123,KSB PUMPS CO LTD,GARDEE TRUST BUILDING,LAHORE.,Lahore,Punjab,111-572-786     36304173/74,Miscellaneous,,,
SR-120,LAHORE METAL FINISHING (PVT.) LTD;,10.25 KM NEAR DOSACO CHOWK;,,Lahore,Punjab,042,Miscellaneous,,,
SR-181,LAL DIN ENGINEERING (PVT) LTD,10.5 KM OFF SHEIKHUPURA ROAD,LAHORE.,Lahore,Punjab,37925656 37910658,Miscellaneous,,,
SR-182,LALPIR POWER LTD.,53-A LAWRENCE ROAD,LAHORE.,Lahore,Punjab,042,Miscellaneous,,,
SR-450,LEATHER FIELD SIALKOT NEW A/C,CAPITAL ROAD,Sialkot,Sialkot,Punjab,0523-,Miscellaneous,,,
SR-451,LEATHERTEX TANNERIES (PVT) LTD.,42-AURANG ZEB BLOCK NEW GARDEN TOWN,LAHORE.,Lahore,Punjab,0302 4277742,Miscellaneous,,,
SR-1125,M &amp; C SYSTEM PVT LTD,3RD FLOOR 74-COMMERCIAL AREA,LAHORE.,Lahore,Punjab,36650542/6680118,Miscellaneous,,,
SR-452,M A RAJA &amp; CO,3301/1 MASSY GATE ADAMJEE ROAD,RAWALPINDI,RAWALPINDI,Punjab,35583067,Miscellaneous,,,
SR-183,MADINA SUGAR MILLS (PVT) LTD,HOUSE NO.2-C KDA SCHEME NO.1,Karachi,KARACHI,Punjab,041 2424411-5,Miscellaneous,,,
SR-184,MASCO SPINNING MILLS (PVT) LTD,CHACK NO.66 DINA NATH,DISTT.KASUR,DISTT.KASUR,Punjab,37511851-52,Miscellaneous,,,
SR-185,MASOOD TEXTILE MILLS LTD,32-KM SHEIKHUPURA ROAD,FAISALABAD,Faisalabad,Punjab,041-4689471-3,Miscellaneous,,,
SR-233,MASTER TEXTILE MILLS LTD,82-C-1 GULBERG III,LAHORE.,Lahore,Punjab,0320-7700611,Miscellaneous,,,
SR-121,MASTER TRADERS,REHMAN GALI # 5,,Lahore,Punjab,35392344,Miscellaneous,,,
SR-1126,MASTER TRADERS,REHMAN GALI NO.5,LAHORE.,Lahore,Punjab,35392344,Miscellaneous,,,
SR-195,MAYFAIR LTD,46-49 INDUSTRIAL AREA,LAHORE.,Lahore,Punjab,35715118-9,Miscellaneous,,,
SR-122,MC MASTER SUPPLY GROUP,91-NISHTAR ROAD; CHOTA LAHORE,,Lahore,Punjab,042,Miscellaneous,,,
SR-1128,MEDIPHARM (PVT) LTD,4TH FLOOR BARHRIA COMPLEX II,KARACHI.,KARACHI,SINDH,021,Miscellaneous,,,
SR-123,MEDIPHARM (PVT.) LTD,4TH FLOOR; BEHRIYA COMPLEX II,,KARACHI,SINDH,042,Miscellaneous,,,
SR-453,METAL FARMING,17KM FEROZPUR ROAD,LAHORE.,Lahore,Punjab,35811594-5,Miscellaneous,,,
SR-28,METAL FORMINGS (PVT) LTD,17-KM FEROZEPUR ROAD,LAHORE.,Lahore,Punjab,35820595,Miscellaneous,,,
SR-124,MIAN TYRE &amp; RUBBER CO LTD,100 A SAINT JOHN PARK,,Lahore,,36664558-60,Miscellaneous,,,
SR-29,MILLAT EQUIPMENT LTD,10KM RAIWIND ROAD,LAHORE.,Lahore,Punjab,35323212-6 111 200 787 0301 ,Miscellaneous,,,
SR-125,MILLAT TRACTORS LTD,SHEIKHUPURA ROAD,,Lahore,Punjab,37911021-25,Miscellaneous,,,
SR-1124,MINERAL DEVELOPMENT PROJECT,PAEC HEADQUARTER(MDP) SECTRIATE,ISLAMABAD.,ISLAMABAD.,Federal Entity,051 92304759272684,Miscellaneous,,,
SR-454,MINHA EDIBLE OIL &amp; GHEE MILLS ,4KM KAHNA KACHHA ROAD,LAHORE.,Lahore,Punjab,111 13 13 13,Miscellaneous,,,
SR-455,MINHA FARMS PVT LTD SND,4KM KAHNA KACHHA ROAD,LAHORE.,Lahore,Punjab,111 13 13 13,Miscellaneous,,,
SR-196,MOBISERVE PAKISTAN (PVT) LTD,H NO. 19 SACHAL SARMAST ROAD,ISLAMABAD.,ISLAMABAD.,Federal Entity,051-2223319-20,Miscellaneous,,,
SR-211,MUGHAL IRON &amp; STEEL INDUSTRIES LTD,41 PECO ROAD,LAHORE.,Lahore,Punjab,3797172637970227,Miscellaneous,,,
SR-126,MUHAMMAD ASHRAF &amp; BROTHERS,STREET # 1; NEAR SWEETS CHOWK;,,Faisalabad,Punjab,042,Miscellaneous,,,
SR-212,NAUBAHAR BOTTLING CO. (PVT) LTD.,FLAT # 1 LIBERTY SHOPING CENTRE,LAHORE.,Lahore,Punjab,35771068-71,Miscellaneous,,,
SR-456,NEXTEK SERVICES,NO.1214 3RD ROAD,ISLAMABAD.,ISLAMABAD.,Federal Entity,051 2350710-12,Miscellaneous,,,
SR-457,NISAR SPINNING MILLS (PVT.) LTD.,4TH FLOOR ATS HIGHTS,LAHORE.,Lahore,Punjab,36288384-87,Miscellaneous,,,
SR-236,OUTREACH (PVT) LTD,604-D 6TH FLOOR CITY TOWER,LAHORE.,Lahore,Punjab,03000457022,Miscellaneous,,,
SR-458,OUTREACH (PVT) LTD.,604-D 6TH FLOOR CITY TOWER,LAHORE.,Lahore,Punjab,03000457022,Miscellaneous,,,
SR-459,PAK KUWAIT TEXTILE LTD,29 SHADMAN-II,LAHORE.,Lahore,Punjab,111-888-600,Miscellaneous,,,
SR-1,Pakistan Oilfields Limited ,POL HOUSE MOGAH RAWALPINDI,,Rawalpindi ,,0515487589-97,Miscellaneous,,,
SR-1132,PANTHER TYRES LIMITED,100-A SAINT JOHN PARK,LAHORE.,Lahore,Punjab,36664558-60,Miscellaneous,,,
SR-460,PARACHA ELECTRIC STORE,CHAUDHARY MARKET,RAWALPINDI,RAWALPINDI,Punjab,051-5559009/5771372,Miscellaneous,,,
SR-461,PATTOKI SUGAR MILLS LTD,T-09 3RD FLOOR HAFEEZ CENTER,LAHORE.,Lahore,Punjab,35711061-5,Miscellaneous,,,
SR-237,PERMAIR LEATHER PAKISTAN,22KM OFF FEROZPUR ROAD ROHI NALA,LAHORE.,Lahore,Punjab,35271851-56,Miscellaneous,,,
SR-462,PERMAIR LEATHER PAKISTAN PVT LTD,22KM OFF ROHI NALA,LAHORE.,Lahore,Punjab,35271851-56,Miscellaneous,,,
SR-1147,PREMIER DAIRIES (PVT) LTD,2-KM DEFENCE ROAD,,Lahore,Punjab,042 53206805320683,Miscellaneous,,,
SR-1160,PUNJAB BEVERAGES CO. PVT LTD,SAMUNDARI ROAD,,FAISALABAD,Punjab,041/2660270/2660370,Miscellaneous,,,
